LastUpdateDT,UNIT,COMPANY_CODE,COMPANY_REGION_SRC,PROFIT_CENTER_CODE,COST_CENTER_CODE,GL_ACCOUNT_CODE,FE_CODE,FE_PRACTICE_GROUP_CODE,FE_OFFICE_CODE,FE_TEAM_CODE,LEAD_PARTNER_CODE,LEAD_PARTNER_PRACTICE_GROUP_CODE,LEAD_PARTNER_OFFICE_CODE,LEAD_PARTNER_TEAM_CODE,MATTER_CODE,VENDOR_CODE,DOCUMENT_TEXT,DOCUMENT_DATE,DOCUMENT_NUMBER,DOCUMENT_TYPE_CODE,POSTING_PERIOD,POSTING_DATE,DOCUMENT_CURRENCY_CODE,ACTUAL_AMOUNT_DC,OFFICE_CURRENCY_CODE,ACTUAL_AMOUNT_OC,GROUP_CURRENCY_CODE,ACTUAL_AMOUNT_GC,BUDGET_AMOUNT_GC,FORECAST_AMOUNT_GC
30/03/2026,Forecast,CA11,NRFC,QUE1,QUE1FN3750,5503000000,,FN,QUE1,3750,,,,,,#,#,,,FOR,202504,,,0,,0,USD,0,0,6.731991922
30/03/2026,Forecast,CA11,NRFC,MTR1,MTR1FN3750,6250000000,,FN,MTR1,3750,,,,,,#,#,,,FOR,202508,,,0,,0,USD,0,0,44819.35822
30/03/2026,Forecast,CA11,NRFC,MTR1,MTR1CS1541,5509000000,,CS,MTR1,1541,,,,,,#,#,,,FOR,202509,,,0,,0,USD,0,0,26.17996858
30/03/2026,Forecast,CA11,NRFC,TOR1,TOR1FN3750,5507000000,,FN,TOR1,3750,,,,,,#,#,,,FOR,202505,,,0,,0,USD,0,0,882.6389408
30/03/2026,Forecast,CA11,NRFC,VAN1,VAN1IP2252,5509000000,,IP,VAN1,2252,,,,,,#,#,,,FOR,202504,,,0,,0,USD,0,0,1765.277882
30/03/2026,Forecast,CA11,NRFC,VAN1,VAN1IP2252,5507000000,,IP,VAN1,2252,,,,,,#,#,,,FOR,202509,,,0,,0,USD,0,0,1355.374374
30/03/2026,Forecast,CA11,NRFC,CAL1,CAL1IT4000,5507000000,,IT,CAL1,4000,,,,,,#,#,,,FOR,202509,,,0,,0,USD,0,0,166.0558007
30/03/2026,Forecast,CA11,NRFC,QUE1,QUE1KX4250,5508000000,,KX,QUE1,4250,,,,,,#,#,,,FOR,202511,,,0,,0,USD,0,0,36.65195602
30/03/2026,Forecast,CA11,NRFC,VAN1,VAN1FN3750,6250000000,,FN,VAN1,3750,,,,,,#,#,,,FOR,202503,,,0,,0,USD,0,0,1150.422619
30/03/2026,Forecast,CA11,NRFC,OTT1,OTT1EL2000,5509000000,,EL,OTT1,2000,,,,,,#,#,,,FOR,202508,,,0,,0,USD,0,0,528.8353654
30/03/2026,Forecast,CA11,NRFC,VAN1,VAN1IP2252,5509000000,,IP,VAN1,2252,,,,,,#,#,,,FOR,202511,,,0,,0,USD,0,0,1765.277882
30/03/2026,Forecast,CA11,NRFC,VAN1,VAN1IP2252,5509000000,,IP,VAN1,2252,,,,,,#,#,,,FOR,202505,,,0,,0,USD,0,0,1765.277882
30/03/2026,Forecast,CA11,NRFC,CAL1,CAL1FN3750,5508000000,,FN,CAL1,3750,,,,,,#,#,,,FOR,202506,,,0,,0,USD,0,0,8.975989229
30/03/2026,Forecast,CA11,NRFC,TOR1,TOR1FN3750,5507000000,,FN,TOR1,3750,,,,,,#,#,,,FOR,202510,,,0,,0,USD,0,0,882.6389408
30/03/2026,Forecast,CA11,NRFC,QUE1,QUE1FN3750,5503000000,,FN,QUE1,3750,,,,,,#,#,,,FOR,202511,,,0,,0,USD,0,0,6.731991922
30/03/2026,Forecast,CA11,NRFC,QUE1,QUE1FN3750,5508000000,,FN,QUE1,3750,,,,,,#,#,,,FOR,202512,,,0,,0,USD,0,0,32.91196051
30/03/2026,Forecast,CA11,NRFC,MTR1,MTR1FN3750,6730000000,,FN,MTR1,3750,,,,,,#,#,,,FOR,202506,,,0,,0,USD,0,0,-27358.06717
30/03/2026,Forecast,CA11,NRFC,TOR1,TOR1FN3750,5508000000,,FN,TOR1,3750,,,,,,#,#,,,FOR,202504,,,0,,0,USD,0,0,99.48388062
30/03/2026,Forecast,CA11,NRFC,VAN1,VAN1IP2252,5509000000,,IP,VAN1,2252,,,,,,#,#,,,FOR,202510,,,0,,0,USD,0,0,1765.277882
30/03/2026,Forecast,CA11,NRFC,TOR1,TOR1PS5271,5509000000,,PS,TOR1,5271,,,,,,#,#,,,FOR,202512,,,0,,0,USD,0,0,103.2238761
30/03/2026,Forecast,CA11,NRFC,CAL1,CAL1FN3750,6269000000,,FN,CAL1,3750,,,,,,#,#,,,FOR,202510,,,0,,0,USD,0,0,-295.4596454
30/03/2026,Forecast,CA11,NRFC,OTT1,OTT1EL2000,5509000000,,EL,OTT1,2000,,,,,,#,#,,,FOR,202511,,,0,,0,USD,0,0,1255.890493
30/03/2026,Forecast,CA11,NRFC,VAN1,VAN1FN3750,5507000000,,FN,VAN1,3750,,,,,,#,#,,,FOR,202507,,,0,,0,USD,0,0,115.1918618
30/03/2026,Forecast,CA11,NRFC,MTR1,MTR1RC5501,5507000000,,RC,MTR1,5501,,,,,,#,#,,,FOR,202511,,,0,,0,USD,0,0,83.77589947
30/03/2026,Forecast,CA11,NRFC,OTT1,OTT1FN3750,5508000000,,FN,OTT1,3750,,,,,,#,#,,,FOR,202505,,,0,,0,USD,0,0,5.235993717
30/03/2026,Forecast,CA11,NRFC,QUE1,QUE1FN3750,5508000000,,FN,QUE1,3750,,,,,,#,#,,,FOR,202504,,,0,,0,USD,0,0,32.91196051
30/03/2026,Forecast,CA11,NRFC,CAL1,CAL1FN3750,5507000000,,FN,CAL1,3750,,,,,,#,#,,,FOR,202504,,,0,,0,USD,0,0,62.0839255
30/03/2026,Forecast,CA11,NRFC,TOR1,TOR1FN3750,5508000000,,FN,TOR1,3750,,,,,,#,#,,,FOR,202511,,,0,,0,USD,0,0,99.48388062
30/03/2026,Forecast,CA11,NRFC,QUE1,QUE1EL2000,5507000000,,EL,QUE1,2000,,,,,,#,#,,,FOR,202510,,,0,,0,USD,0,0,84.52389857
30/03/2026,Forecast,CA11,NRFC,MTR1,MTR1DR1754,5509000000,,DR,MTR1,1754,,,,,,#,#,,,FOR,202510,,,0,,0,USD,0,0,2970.304436
30/03/2026,Forecast,CA11,NRFC,MTR1,MTR1FN3750,6740000000,,FN,MTR1,3750,,,,,,#,#,,,FOR,202503,,,0,,0,USD,0,0,536180.7166
30/03/2026,Forecast,CA11,NRFC,MTR1,MTR1PD5000,5509000000,,PD,MTR1,5000,,,,,,#,#,,,FOR,202505,,,0,,0,USD,0,0,739.7711123
30/03/2026,Forecast,CA11,NRFC,QUE1,QUE1EM3500,5509000000,,EM,QUE1,3500,,,,,,#,#,,,FOR,202510,,,0,,0,USD,0,0,360.5355674
30/03/2026,Forecast,CA11,NRFC,MTR1,MTR1PD5000,5509000000,,PD,MTR1,5000,,,,,,#,#,,,FOR,202510,,,0,,0,USD,0,0,739.7711123
30/03/2026,Forecast,CA11,NRFC,QUE1,QUE1FN3750,5503000000,,FN,QUE1,3750,,,,,,#,#,,,FOR,202506,,,0,,0,USD,0,0,6.731991922
30/03/2026,Forecast,CA11,NRFC,CAL1,CAL1PS5271,5509000000,,PS,CAL1,5271,,,,,,#,#,,,FOR,202508,,,0,,0,USD,0,0,83.77589947
30/03/2026,Forecast,CA11,NRFC,CAL1,CAL1FN3750,5507000000,,FN,CAL1,3750,,,,,,#,#,,,FOR,202511,,,0,,0,USD,0,0,62.0839255
30/03/2026,Forecast,CA11,NRFC,OTT1,OTT1FN3750,5508000000,,FN,OTT1,3750,,,,,,#,#,,,FOR,202510,,,0,,0,USD,0,0,5.235993717
30/03/2026,Forecast,CA11,NRFC,QUE1,QUE1FN3750,5508000000,,FN,QUE1,3750,,,,,,#,#,,,FOR,202508,,,0,,0,USD,0,0,13.46398384
30/03/2026,Forecast,CA11,NRFC,VAN1,VAN1FN3750,5507000000,,FN,VAN1,3750,,,,,,#,#,,,FOR,202508,,,0,,0,USD,0,0,47.87194255
30/03/2026,Forecast,CA11,NRFC,VAN1,VAN1FN3750,5508000000,,FN,VAN1,3750,,,,,,#,#,,,FOR,202506,,,0,,0,USD,0,0,17.20397936
30/03/2026,Actual,US11,NRFUS,NYC1,NYC1IP2254,4000000000,,IP,NYC1,2254,144886,IP,IPS1,2254,1001379082,#,#,20260320,9495694088,RV,202603,20260320,USD,7350,USD,7350,USD,7350,0,0
30/03/2026,Actual,US11,NRFUS,AUS1,AUS1IP2256,4000000000,,IP,AUS1,2256,152258,IP,DAL1,2256,1001344778,#,#,20260129,9495681595,RV,202601,20260129,USD,315,USD,315,USD,315,0,0
30/03/2026,Actual,US11,NRFUS,AUS1,AUS1IP2256,4000000000,,IP,AUS1,2256,126815,IP,AUS1,2256,1001229726,#,#,20260129,9495681705,RV,202601,20260129,USD,255,USD,255,USD,255,0,0
30/03/2026,ACTUAL,US11,NRFUS,NYC1,MUC1DR1759,4000000000,,DR,MUC1,1759,150548,DR,NYC1,1779,1001259807,IVDE11, ,20260228,1900458498,KR,202602,20260228,USD,-6017,USD,-6017,USD,-6017,0,0
30/03/2026,Actual,US11,NRFUS,STL1,CAL1CS1501,4000000000,,CS,CAL1,1501,150153,CS,STL1,1501,1001374626,#,#,20260205,9495683100,RV,202602,20260205,USD,9643.5,USD,9643.5,USD,9643.5,0,0
30/03/2026,Actual,US11,NRFUS,HOU1,HOU1DR1797,4000000000,,DR,HOU1,1797,121574,DR,HOU1,1797,1001368146,#,#,20260311,9495691469,RV,202603,20260311,USD,25093.6,USD,25093.6,USD,25093.6,0,0
30/03/2026,Actual,US11,NRFUS,DAL1,DAL1DR1775,4003000000,,DR,DAL1,1775,122348,CS,HOU1,1501,1001342542,#,#,20260128,9495681318,RV,202601,20260128,USD,-41,USD,-41,USD,-41,0,0
30/03/2026,Actual,US11,NRFUS,CHI1,CHI1IP2256,4000000000,,IP,CHI1,2256,126828,IP,AUS1,2256,1001256002,#,#,20260211,9495684243,RV,202602,20260211,USD,550,USD,550,USD,550,0,0
30/03/2026,Actual,US11,NRFUS,SAT1,SAT1DR1779,4000000000,,DR,SAT1,1779,151058,EL,LAX1,2003,1001308128,#,#,20260126,9495680283,RV,202601,20260126,USD,7980,USD,7980,USD,7980,0,0
30/03/2026,Actual,US11,NRFUS,AUS1,AUS1IP2256,4000000000,,IP,AUS1,2256,124567,IP,HOU1,2256,1001307205,#,#,20260112,9495676410,RV,202601,20260112,USD,110,USD,110,USD,110,0,0
30/03/2026,Actual,US11,NRFUS,WAS1,WAS1BF1288,4000000000,,BF,WAS1,1288,141905,BF,NYC1,1288,1001369004,#,#,20260209,9495683399,RV,202602,20260209,USD,12537,USD,12537,USD,12537,0,0
30/03/2026,Actual,US11,NRFUS,NYC1,LON1BF1286,4003000000,,BF,LON1,1286,124429,BF,NYC1,1281,1001370546,#,#,20260217,100244280,AB,202602,20260217,USD,438.59,USD,438.59,USD,438.59,0,0
30/03/2026,Actual,US11,NRFUS,DEN1,DEN1RE2500,4000000000,,RE,DEN1,2500,148867,RE,CHI1,2500,1001344965,#,#,20260326,9495695565,RV,202603,20260326,USD,377,USD,377,USD,377,0,0
30/03/2026,Actual,US11,NRFUS,NYC1,LON1BF1286,4003000000,,BF,LON1,1286,124429,BF,NYC1,1281,1001370546,#,#,20260217,9495685145,RV,202602,20260217,USD,-438.59,USD,-438.59,USD,-438.59,0,0
30/03/2026,Actual,US11,NRFUS,AUS1,AUS1IP2256,4000000000,,IP,AUS1,2256,124705,IP,AUS1,2256,1001330717,#,#,20260226,9495688611,RV,202602,20260226,USD,617.5,USD,617.5,USD,617.5,0,0
30/03/2026,Actual,US11,NRFUS,AUS1,AUS1IP2262,4000000000,,IP,AUS1,2262,126828,IP,AUS1,2256,1001266629,#,#,20260115,9495677623,RV,202601,20260115,USD,422.5,USD,422.5,USD,422.5,0,0
30/03/2026,Actual,US11,NRFUS,NYC1,NYC1DR1794,4000000000,,DR,NYC1,1794,127703,DR,AUS1,1775,1001366284,#,#,20260205,9495683171,RV,202602,20260205,USD,650,USD,650,USD,650,0,0
30/03/2026,Actual,US11,NRFUS,AUS1,AUS1IP2256,4000000000,,IP,AUS1,2256,126828,IP,AUS1,2256,1001370511,#,#,20260122,9495679448,RV,202601,20260122,USD,157.5,USD,157.5,USD,157.5,0,0
30/03/2026,Actual,US11,NRFUS,DAL1,AMS1CS1504,4000000000,,CS,AMS1,1504,125532,CS,DAL1,1501,1001352389,#,#,20260218,9495686076,RV,202602,20260218,USD,11122.87,USD,11122.87,USD,11122.87,0,0
30/03/2026,Actual,US11,NRFUS,NYC1,NYC1TX2754,4000000000,,TX,NYC1,2754,127170,TX,HOU1,2754,1001086478,#,#,20260123,9495679665,RV,202601,20260123,USD,717.5,USD,717.5,USD,717.5,0,0
30/03/2026,Actual,US11,NRFUS,NYC1,NYC1CS1501,4000000000,,CS,NYC1,1501,147992,CS,NYC1,1501,1001295160,#,#,20260211,9495684232,RV,202602,20260211,USD,542,USD,542,USD,542,0,0
30/03/2026,Actual,US11,NRFUS,WAS1,WAS1PS5279,4000000000,,PS,WAS1,5279,122454,DR,LAX1,1795,1001260420,#,#,20260227,100245507,AB,202602,20260227,USD,-279.5,USD,-279.5,USD,-279.5,0,0
30/03/2026,Actual,US11,NRFUS,CHI1,CHI1BF1288,4000000000,,BF,CHI1,1288,141905,BF,NYC1,1288,1001343812,#,#,20260219,100244677,AB,202602,20260219,USD,-7812,USD,-7812,USD,-7812,0,0
30/03/2026,Actual,US11,NRFUS,LAX1,LAX1DR1795,4000000000,,DR,LAX1,1795,124677,DR,LAX1,1795,1001144957,#,#,20260123,9495679813,RV,202601,20260123,USD,2198.8,USD,2198.8,USD,2198.8,0,0
30/03/2026,Actual,US11,NRFUS,SAT1,SAT1DR1775,4000000000,,DR,SAT1,1775,141350,DR,SAT1,1775,1001303108,#,#,20260212,9495684608,RV,202602,20260212,USD,13742.5,USD,13742.5,USD,13742.5,0,0
30/03/2026,Actual,US11,NRFUS,AUS1,AUS1IP2256,4000000000,,IP,AUS1,2256,120733,IP,AUS1,2256,1001369804,#,#,20260120,9495678275,RV,202601,20260120,USD,132,USD,132,USD,132,0,0
30/03/2026,Actual,US11,NRFUS,AUS1,AUS1IP2256,4000000000,,IP,AUS1,2256,126828,IP,AUS1,2256,1001290058,#,#,20260306,100246841,AB,202603,20260310,USD,-240,USD,-240,USD,-240,0,0
30/03/2026,Actual,US11,NRFUS,LAX1,LAX1NANA,6150000000,,NA,LAX1,NA,127580,DR,LAX1,1775,1001326926,#,#,20260204,9495682902,RV,202602,20260204,USD,-29.26,USD,-29.26,USD,-29.26,0,0
30/03/2026,Actual,US11,NRFUS,HOU1,HOU1DR1775,4000000000,,DR,HOU1,1775,153030,DR,NYC1,1775,1001354151,#,#,20250915,100247665,AB,202603,20260317,USD,-2422,USD,-2422,USD,-2422,0,0
30/03/2026,Actual,US11,NRFUS,WAS1,WAS1DR1781,4310000000,,DR,WAS1,1781,137592,DR,WAS1,1781,1001370630,#,WOFF 9495690204 AS PER Bailee Harbin,20260308,8000066386,RC,202603,20260308,USD,-1374.61,USD,-1374.61,USD,-1374.61,0,0
30/03/2026,Actual,US11,NRFUS,NYC1,NYC1IP2255,4003000000,,IP,NYC1,2255,141917,IP,NYC1,2255,1001312336,#,#,20260206,9495683290,RV,202602,20260206,USD,-29.4,USD,-29.4,USD,-29.4,0,0
30/03/2026,Actual,US11,NRFUS,NYC1,NYC1AC1002,4290000000,,AC,NYC1,1002,0,#,#,#,#,#,WIP PROVISION 1 31 2026,20260131,100243360,1Z,202602,20260201,USD,298560.59,USD,298560.59,USD,298560.59,0,0
30/03/2026,Actual,US11,NRFUS,NYC1,NYC1AC1002,6610300000,,AC,NYC1,1002,0,#,#,#,#,#,December 2025 GRP Fees Accrual   CAD,20260228,100246541,1Z,202603,20260301,CAD,-5329.92,USD,-3902.64,USD,-3902.64,0,0
30/03/2026,Actual,US11,NRFUS,NYC1,NYC1AD3260,5115010000,,AD,NYC1,3260,0,#,#,#,#,#,Medicare  ER,20260228,100245228,SA,202602,20260225,USD,37.01,USD,37.01,USD,37.01,0,0
30/03/2026,Actual,US11,NRFUS,NYC1,NYC1BF1281,6610300000,,BF,NYC1,1281,0,#,#,#,#,#,December 2025 GRP Fees Accrual   GBP,20251231,100240737,1Z,202601,20260101,GBP,-17643.32,USD,-23742.86,USD,-23742.86,0,0
30/03/2026,Actual,US11,NRFUS,NYC1,NYC1BF1281,6190900000,,BF,NYC1,1281,0,#,#,#,#,125663,010079411964 Ryan Apar Lunch with Joe Caiado  Seni,20260123,1900452916,KR,202601,20260126,USD,126.61,USD,126.61,USD,126.61,0,0
30/03/2026,Actual,US11,NRFUS,NYC1,NYC1BF1281,6270100000,,BF,NYC1,1281,0,#,#,#,#,155387,010079279058 Shaun Lee New York City Bar Associati,20260115,1900451788,KR,202601,20260116,USD,279,USD,279,USD,279,0,0
30/03/2026,Actual,US11,NRFUS,NYC1,NYC1BF1281,5040100000,,BF,NYC1,1281,0,#,#,#,#,#,Bonus Discretionary,20260131,100241851,SA,202601,20260128,USD,394,USD,394,USD,394,0,0
30/03/2026,Actual,US11,NRFUS,NYC1,NYC1BF1281,6610300000,,BF,NYC1,1281,0,#,#,#,#,#,December 2025 GRP Fees Accrual   CAD,20260131,100242803,ZZ,202601,20260131,CAD,24533.24,USD,18019.27,USD,18019.27,0,0
30/03/2026,Actual,US11,NRFUS,NYC1,NYC1BF1281,6610300000,,BF,NYC1,1281,0,#,#,#,#,#,December 2025 GRP Fees Accrual   JPY,20260131,100243378,1Z,202602,20260201,JPY,-121579,USD,-785.55,USD,-785.55,0,0
30/03/2026,Actual,US11,NRFUS,NYC1,NYC1BF1281,6610300000,,BF,NYC1,1281,0,#,#,#,#,#,December 2025 GRP Fees Accrual   USD,20260228,100246544,1Z,202603,20260301,USD,-27282.16,USD,-27282.16,USD,-27282.16,0,0
30/03/2026,Actual,US11,NRFUS,NYC1,NYC1BF1281,5503000000,,BF,NYC1,1281,0,#,#,#,#,125663,010080524686 Ryan Apar Dinner while in San Diego,20260318,1900462149,KR,202603,20260321,USD,17.01,USD,17.01,USD,17.01,0,0
30/03/2026,Actual,US11,NRFUS,NYC1,NYC1BF1281,6270100000,,BF,NYC1,1281,0,#,#,#,#,141598,010080644221 Gaetano Taormina NYS Attorney Registr,20260324,1900462656,KR,202603,20260325,USD,375,USD,375,USD,375,0,0
30/03/2026,Actual,US11,NRFUS,HOU1,HOU1AC1002,4290000000,,AC,HOU1,1002,0,#,#,#,#,#,WIP PROVISION 1 31 2026,20260131,100243360,1Z,202602,20260201,USD,2231222.5,USD,2231222.5,USD,2231222.5,0,0
30/03/2026,Actual,US11,NRFUS,HOU1,HOU1AC1002,6051000000,,AC,HOU1,1002,0,#,#,#,#,#,ER   Basic Life,20260228,100245370,SA,202602,20260226,USD,43.75,USD,43.75,USD,43.75,0,0
30/03/2026,Actual,US11,NRFUS,HOU1,HOU1BF1283,6010100000,,BF,HOU1,1283,0,#,#,#,#,#,ER   Medical,20260131,100241855,SA,202601,20260128,USD,1910.95,USD,1910.95,USD,1910.95,0,0
30/03/2026,Actual,US11,NRFUS,HOU1,HOU1BF1283,5115010000,,BF,HOU1,1283,0,#,#,#,#,#,Medicare  ER,20260215,100243918,SA,202602,20260211,USD,650.17,USD,650.17,USD,650.17,0,0
30/03/2026,Actual,US11,NRFUS,HOU1,HOU1BF1283,5300010000,,BF,HOU1,1283,0,#,#,#,#,#,Medicare  ER,20260215,100243918,SA,202602,20260211,USD,34.1,USD,34.1,USD,34.1,0,0
30/03/2026,Actual,US11,NRFUS,HOU1,HOU1BF1283,5050100000,,BF,HOU1,1283,0,#,#,#,#,#,Bonus  Anniversary,20260331,100248872,SA,202603,20260327,USD,250,USD,250,USD,250,0,0
30/03/2026,Actual,US11,NRFUS,HOU1,HOU1BF1283,6051000000,,BF,HOU1,1283,0,#,#,#,#,#,ER   Basic Life,20260331,100248875,SA,202603,20260327,USD,21.14,USD,21.14,USD,21.14,0,0
30/03/2026,Actual,US11,NRFUS,HOU1,HOU1BF1288,5501000000,,BF,HOU1,1288,0,#,#,#,#,146617,010080195309 Jeremy Tripp Drive to Austin   UT CLE,20260303,1900459285,KR,202603,20260304,USD,115.2,USD,115.2,USD,115.2,0,0
30/03/2026,Actual,US11,NRFUS,HOU1,HOU1CS1501,6610300000,,CS,HOU1,1501,0,#,#,#,#,#,December 2025 GRP Fees Accrual   GBP,20260131,100242797,ZZ,202601,20260131,GBP,-407.98,USD,-558.72,USD,-558.72,0,0
30/03/2026,Actual,US11,NRFUS,HOU1,HOU1CS1501,6190900000,,CS,HOU1,1501,0,#,#,#,#,122348,010079797551 Brian P. Fenske Lunch with Perry Forr,20260211,1900457411,KR,202602,20260223,USD,118.84,USD,118.84,USD,118.84,0,0
30/03/2026,Actual,US11,NRFUS,HOU1,HOU1CS1501,6010100000,,CS,HOU1,1501,0,#,#,#,#,#,ER   Medical,20260228,100245229,SA,202602,20260225,USD,3646.63,USD,3646.63,USD,3646.63,0,0
30/03/2026,Actual,US11,NRFUS,HOU1,HOU1CS1501,5115010000,,CS,HOU1,1501,0,#,#,#,#,#,Medicare  ER,20260315,100247063,SA,202603,20260311,USD,2567.43,USD,2567.43,USD,2567.43,0,0
30/03/2026,Actual,US11,NRFUS,HOU1,HOU1CS1533,5115010000,,CS,HOU1,1533,0,#,#,#,#,#,Medicare  ER,20260115,100240124,SA,202601,20260114,USD,461.35,USD,461.35,USD,461.35,0,0
30/03/2026,Actual,US11,NRFUS,HOU1,HOU1CS1553,5300010000,,CS,HOU1,1553,0,#,#,#,#,#,OASDI  ER,20260131,100241852,SA,202601,20260128,USD,2473.95,USD,2473.95,USD,2473.95,0,0
30/03/2026,Actual,US11,NRFUS,HOU1,HOU1CS1553,6140700000,,CS,HOU1,1553,0,#,#,#,#,5000048073,050052655697   Courier tickets for acct F2005DTR f,20251024,1900461739,KR,202603,20260319,USD,10.48,USD,10.48,USD,10.48,0,0
30/03/2026,Actual,US11,NRFUS,HOU1,HOU1DI5750,6051000000,,DI,HOU1,5750,0,#,#,#,#,#,ER   Basic Life,20260228,100245230,SA,202602,20260225,USD,16,USD,16,USD,16,0,0
30/03/2026,Actual,US11,NRFUS,HOU1,HOU1DR1774,6051000000,,DR,HOU1,1774,0,#,#,#,#,#,ER   Basic AD D,20260131,100241856,SA,202601,20260128,USD,3.76,USD,3.76,USD,3.76,0,0
30/03/2026,Actual,US11,NRFUS,HOU1,HOU1DR1775,5050200000,,DR,HOU1,1775,0,#,#,#,#,#,Overtime,20260131,100241852,SA,202601,20260128,USD,2959.37,USD,2959.37,USD,2959.37,0,0
30/03/2026,Actual,US11,NRFUS,HOU1,HOU1DR1775,5010000000,,DR,HOU1,1775,0,#,#,#,#,#,Guaranteed Pmt401k,20260228,100245370,SA,202602,20260226,USD,339734.36,USD,339734.36,USD,339734.36,0,0
30/03/2026,Actual,US11,NRFUS,HOU1,HOU1DR1778,5125010000,,DR,HOU1,1778,0,#,#,#,#,#,SUI  ER,20260131,100241852,SA,202601,20260128,USD,79.59,USD,79.59,USD,79.59,0,0
30/03/2026,Actual,US11,NRFUS,HOU1,HOU1DR1779,5501000000,,DR,HOU1,1779,0,#,#,#,#,121517,010080033444 Jason L. Boland roundtrip economy air,20260224,1900457755,KR,202602,20260225,USD,1797.08,USD,1797.08,USD,1797.08,0,0
30/03/2026,Actual,US11,NRFUS,HOU1,HOU1DR1779,6191200000,,DR,HOU1,1779,0,#,#,#,#,121517,010079948261 Jason L. Boland valet tip   Okin Adam,20260219,1900457298,KR,202602,20260220,USD,10,USD,10,USD,10,0,0
30/03/2026,Actual,US11,NRFUS,HOU1,HOU1DR1779,6010100000,,DR,HOU1,1779,0,#,#,#,#,#,ER   Dental,20260228,100245229,SA,202602,20260225,USD,7.22,USD,7.22,USD,7.22,0,0
30/03/2026,Actual,US11,NRFUS,HOU1,HOU1DR1779,6610300000,,DR,HOU1,1779,0,#,#,#,#,#,2025 GRP fees due from GB11 1001324729,20260301,100246733,SA,202603,20260301,GBP,-1998,USD,-2694.54,USD,-2694.54,0,0
30/03/2026,Actual,US11,NRFUS,HOU1,HOU1DR1781,5040000000,,DR,HOU1,1781,0,#,#,#,#,#,Regular Earning,20260228,100245227,SA,202602,20260225,USD,30208.34,USD,30208.34,USD,30208.34,0,0
30/03/2026,Actual,US11,NRFUS,HOU1,HOU1DR1797,6190800000,,DR,HOU1,1797,0,#,#,#,#,152394,010079359350 Savannah Witte Registration fee for a,20260121,1900452496,KR,202601,20260122,USD,70,USD,70,USD,70,0,0
30/03/2026,Actual,US11,NRFUS,HOU1,HOU1DR1797,6190900000,,DR,HOU1,1797,0,#,#,#,#,121574,010079209814 Brett J. Young Dinner with Vulcan tea,20260112,1900451059,KR,202601,20260113,USD,1000,USD,1000,USD,1000,0,0
30/03/2026,Actual,US11,NRFUS,HOU1,HOU1DR1797,5050000000,,DR,HOU1,1797,0,#,#,#,#,#,Regular Earning,20260115,100240123,SA,202601,20260114,USD,10966.71,USD,10966.71,USD,10966.71,0,0
30/03/2026,Actual,US11,NRFUS,HOU1,HOU1DR1797,6010100000,,DR,HOU1,1797,0,#,#,#,#,#,ER   Medical,20260131,100241855,SA,202601,20260128,USD,4510.09,USD,4510.09,USD,4510.09,0,0
30/03/2026,Actual,US11,NRFUS,HOU1,HOU1DR1797,6051000000,,DR,HOU1,1797,0,#,#,#,#,#,ER   Basic Life,20260315,100247060,SA,202603,20260311,USD,56.25,USD,56.25,USD,56.25,0,0
30/03/2026,Actual,US11,NRFUS,HOU1,HOU1EL2003,5040100000,,EL,HOU1,2003,0,#,#,#,#,#,Bonus Sign,20260215,100243917,SA,202602,20260211,USD,50000,USD,50000,USD,50000,0,0
30/03/2026,Actual,US11,NRFUS,HOU1,HOU1EL2003,6051000000,,EL,HOU1,2003,0,#,#,#,#,#,ER   Basic AD D,20260215,100243897,SA,202602,20260211,USD,11.28,USD,11.28,USD,11.28,0,0
30/03/2026,Actual,US11,NRFUS,HOU1,HOU1EM3500,6010000000,,EM,HOU1,3500,0,#,#,#,#,#,OASDI  ER,20260115,100240125,SA,202601,20260114,USD,505.05,USD,505.05,USD,505.05,0,0
30/03/2026,Actual,US11,NRFUS,HOU1,HOU1EM3500,6053100000,,EM,HOU1,3500,0,#,#,#,#,#,Profit Sharing Non PTR,20260228,100245231,SA,202602,20260225,USD,416.65,USD,416.65,USD,416.65,0,0
30/03/2026,Actual,US11,NRFUS,HOU1,HOU1EM3507,6010100000,,EM,HOU1,3507,0,#,#,#,#,#,ER   Medical,20260115,100240126,SA,202601,20260114,USD,1531.45,USD,1531.45,USD,1531.45,0,0
30/03/2026,Actual,US11,NRFUS,HOU1,HOU1EM3507,6160000000,,EM,HOU1,3507,0,#,#,#,#,#,ER   Long Term Disability,20260228,100245231,SA,202602,20260225,USD,29.9,USD,29.9,USD,29.9,0,0
30/03/2026,Actual,US11,NRFUS,HOU1,HOU1EM3507,6160000000,,EM,HOU1,3507,0,#,#,#,#,#,ER   Long Term Disability,20260331,100248876,SA,202603,20260327,USD,29.9,USD,29.9,USD,29.9,0,0
30/03/2026,Actual,US11,NRFUS,HOU1,HOU1FN3750,6000000000,,FN,HOU1,3750,0,#,#,#,#,#,Straight Time,20260115,100240125,SA,202601,20260114,USD,529.19,USD,529.19,USD,529.19,0,0
30/03/2026,Actual,US11,NRFUS,HOU1,HOU1FN3750,6610000000,,FN,HOU1,3750,0,#,#,#,#,#,U A 1400274227 TO GL 6610000000,20220815,1400478218,DZ,202602,20260213,USD,-500,USD,-500,USD,-500,0,0
