Id,MatterId,TotalWIP,LastWIPDate,TotalAR,LastBillDate,TrustFundsBalance,UnallocatedFundsBalance,RetainerFundsBalance,MatterCurrency,Processed,ProcessTimeStamp,LoadTimeStamp
1222803,1001367888,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 6:53,2025-11-08 6:16
1222802,1001367869,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 7:41,2025-11-08 6:16
1222801,1001367833,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 7:07,2025-11-08 6:16
1222800,1001367937,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 7:00,2025-11-08 6:16
1222799,1001367955,2590.32,2025-11-10 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:55,2025-11-13 6:16
1222798,1001367914,13774.44,2025-11-06 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:58,2025-11-13 6:16
1222797,1001367883,1560,2025-11-06 0:00,0,NULL,0,0,0,USD,1,2025-11-12 6:40,2025-11-12 6:15
1222796,1001367882,2418.7,2025-11-06 0:00,0,NULL,0,0,0,USD,1,2025-11-12 6:54,2025-11-12 6:15
1222795,1001367900,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 7:32,2025-11-08 6:16
1222794,1001367876,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 6:52,2025-11-08 6:16
1222793,1001367954,1361.61,2025-11-12 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:47,2025-11-13 6:16
1222792,1001367907,276.61,2025-11-06 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:34,2025-11-13 6:15
1222791,1001367945,3509.5,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:47,2025-11-13 6:15
1222790,1001367867,3596.5,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:49,2025-11-13 6:16
1222789,1001367847,5048.72,2025-11-07 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:51,2025-11-13 6:16
1222788,1001367845,18891.57,2025-11-10 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:52,2025-11-13 6:16
1222787,1001367912,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 6:48,2025-11-08 6:16
1222786,1001367902,3062.3,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:48,2025-11-13 6:16
1222785,1001367878,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 7:12,2025-11-08 6:16
1222784,1001367896,7195.77,2025-11-10 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:51,2025-11-13 6:16
1222783,1001367890,36124,2025-11-12 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:30,2025-11-13 6:16
1222782,1001367868,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 7:29,2025-11-08 6:16
1222781,1001367872,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 7:24,2025-11-08 6:16
1222780,1001367870,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 7:27,2025-11-08 6:16
1222779,1001367944,1839.16,2025-11-12 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:53,2025-11-13 6:16
1222778,1001367897,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 6:50,2025-11-08 6:16
1222777,1001367879,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 7:29,2025-11-08 6:16
1222776,1001367968,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 6:47,2025-11-08 6:16
1222775,1001367967,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 6:47,2025-11-08 6:16
1222774,1001367884,216,2025-11-06 0:00,0,NULL,0,0,0,USD,1,2025-11-12 7:01,2025-11-12 6:15
1222773,1001367952,1446.5,2025-11-07 0:00,0,NULL,0,0,0,USD,1,2025-11-11 6:34,2025-11-11 6:16
1222772,1001367862,6162.5,2025-11-07 0:00,0,NULL,0,0,0,USD,1,2025-11-12 6:48,2025-11-12 6:15
1222771,1001367871,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 7:24,2025-11-08 6:16
1222770,1001367886,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 6:48,2025-11-08 6:16
1222769,1001367899,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 6:50,2025-11-08 6:16
1222768,1001367969,636,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-12 6:52,2025-11-12 6:15
1222767,1001367966,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 6:47,2025-11-08 6:16
1222766,1001367965,636,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-12 6:48,2025-11-12 6:15
1222765,1001367935,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 6:50,2025-11-08 6:16
1222764,1001367864,3400,2025-11-06 0:00,0,NULL,0,0,0,USD,1,2025-11-12 6:59,2025-11-12 6:15
1222763,1001367934,915.6,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:37,2025-11-13 6:16
1222762,1001367905,2346.6,2025-11-10 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:46,2025-11-13 6:16
1222761,1001367851,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 6:44,2025-11-08 6:16
1222760,1001367904,9776.37,2025-11-10 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:44,2025-11-13 6:16
1222759,1001367837,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 6:35,2025-11-08 6:16
1222758,1001367853,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 7:06,2025-11-08 6:16
1222757,1001367859,117.78,2025-11-06 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:43,2025-11-13 6:16
1222756,1001367950,7929.49,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:37,2025-11-13 6:15
1222755,1001367874,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 6:34,2025-11-08 6:16
1222754,1001367836,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 6:35,2025-11-08 6:16
1222753,1001367842,2072.28,2025-11-05 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:00,2025-11-13 6:15
1222752,1001367846,21180,2025-11-07 0:00,0,NULL,0,0,0,USD,1,2025-11-12 6:51,2025-11-12 6:15
1222751,1001367848,7972.11,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:34,2025-11-13 6:15
1222750,1001367841,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 6:34,2025-11-08 6:15
1222749,1001367850,1800,2025-10-06 0:00,0,NULL,0,0,0,USD,1,2025-11-12 6:49,2025-11-12 6:15
1222748,1001367898,6681.29,2025-11-28 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:15
1222747,1001367916,547.68,2025-11-07 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:33,2025-11-13 6:15
1222746,1001367849,6672.61,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:15
1222745,1001367933,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 6:31,2025-11-08 6:15
1222744,1001367844,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 6:31,2025-11-08 6:15
1222743,1001367938,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 6:44,2025-11-08 6:15
1222742,1001367936,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 6:31,2025-11-08 6:15
1222741,1001367931,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 6:31,2025-11-08 6:15
1222740,1001367926,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 6:31,2025-11-08 6:15
1222739,1001367925,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 6:31,2025-11-08 6:15
1222738,1001367924,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 6:31,2025-11-08 6:15
1222737,1001367866,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 6:30,2025-11-08 6:15
1222736,1001367927,2736.31,2025-11-12 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:42,2025-11-13 6:15
1222735,1001367942,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 7:36,2025-11-08 6:15
1222734,1001367875,2307.97,2025-11-10 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:42,2025-11-13 6:15
1222733,1001367877,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 6:43,2025-11-08 6:15
1222732,1001367923,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 6:43,2025-11-08 6:15
1222731,1001367885,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 6:43,2025-11-08 6:15
1222730,1001367929,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 6:43,2025-11-08 6:15
1222729,1001367909,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 7:36,2025-11-08 6:15
1222728,1001367949,3046.84,2025-11-07 0:00,0,NULL,0,0,0,USD,1,2025-11-12 6:47,2025-11-12 6:15
1222727,1001367881,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 7:36,2025-11-08 6:15
1222726,1001367964,2424.85,2025-11-10 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:40,2025-11-13 6:15
1222725,1001367953,51.4,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:05,2025-11-13 6:15
1222724,1001367956,0,NULL,1104.02,45973,0,0,0,USD,1,2025-11-13 7:05,2025-11-13 6:15
1222723,1001367908,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 7:31,2025-11-08 6:15
1222722,1001367903,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 7:34,2025-11-08 6:15
1222721,1001367892,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 7:34,2025-11-08 6:15
1222720,1001367921,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 7:31,2025-11-08 6:15
1222719,1001367919,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 7:31,2025-11-08 6:15
1222718,1001367901,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 7:34,2025-11-08 6:15
1222717,1001367963,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 7:01,2025-11-08 6:15
1222716,1001367855,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 7:42,2025-11-08 6:15
1222715,1001367906,173.46,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:40,2025-11-13 6:15
1222714,1001367865,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 7:41,2025-11-08 6:15
1222713,1001367854,389.03,2025-11-12 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:40,2025-11-13 6:15
1222712,1001367946,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 7:04,2025-11-08 6:15
1222711,1001367971,198,2025-11-10 0:00,0,NULL,0,0,0,USD,1,2025-11-11 6:32,2025-11-11 6:16
1222710,1001367911,272.12,2025-11-07 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:39,2025-11-13 6:15
1222709,9000001221,0,NULL,0,NULL,0,0,0,USD,0,2025-11-08 6:15,2025-11-08 6:15
1222708,9000001220,0,NULL,0,NULL,0,0,0,USD,0,2025-11-08 6:15,2025-11-08 6:15
1222707,1001367972,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 7:02,2025-11-08 6:15
1222706,9000001219,0,NULL,0,NULL,0,0,0,USD,0,2025-11-08 6:15,2025-11-08 6:15
1222705,9000001218,0,NULL,0,NULL,0,0,0,USD,0,2025-11-08 6:15,2025-11-08 6:15
1222704,1001367778,11996,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:36,2025-11-13 6:16
1222703,1001367828,5389,2025-11-09 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:42,2025-11-13 6:16
1222702,1001367813,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 7:27,2025-11-07 6:16
1222701,1001367777,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 7:16,2025-11-07 6:16
1222700,1001367767,1182.09,2025-11-06 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:36,2025-11-13 6:16
1222699,1001367662,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 7:15,2025-11-07 6:16
1222698,1001367780,207.5,2025-10-27 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:42,2025-11-13 6:16
1222697,1001367742,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 7:16,2025-11-07 6:16
1222696,1001367763,516.09,2025-11-07 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:36,2025-11-13 6:16
1222695,1001367823,2508,2025-10-31 0:00,0,NULL,0,0,0,USD,1,2025-11-08 7:16,2025-11-08 6:16
1222694,1001367766,2047.24,2025-11-12 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:42,2025-11-13 6:16
1222693,1001367785,87.8,2025-11-06 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:36,2025-11-13 6:16
1222692,1001367807,10770.91,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:05,2025-11-13 6:16
1222691,1001367832,2126.5,2025-11-07 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:05,2025-11-13 6:16
1222690,1001367821,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 7:16,2025-11-07 6:16
1222689,1001367775,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 7:16,2025-11-07 6:16
1222688,1001367771,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 7:16,2025-11-07 6:16
1222687,1001367764,144.91,2025-11-04 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:42,2025-11-13 6:16
1222686,1001367719,7827,2025-11-06 0:00,0,NULL,0,0,0,USD,1,2025-11-12 7:35,2025-11-12 6:15
1222685,1001367714,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 7:16,2025-11-07 6:16
1222684,1001367674,31179.34,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:36,2025-11-13 6:16
1222683,1001367665,4009,2025-11-05 0:00,0,NULL,0,0,0,USD,1,2025-11-07 7:27,2025-11-07 6:16
1222682,1001367723,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 7:13,2025-11-07 6:16
1222681,1001367682,252,2025-11-05 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:04,2025-11-13 6:16
1222680,1001367672,849.45,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:03,2025-11-13 6:16
1222679,1001367711,9253.27,2025-11-10 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:04,2025-11-13 6:16
1222678,1001367680,796.5,2025-11-05 0:00,0,NULL,0,0,0,USD,1,2025-11-11 6:58,2025-11-11 6:16
1222677,1001367757,223.07,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:41,2025-11-13 6:16
1222676,1001367796,607.5,2025-11-06 0:00,0,NULL,0,0,0,USD,1,2025-11-11 6:56,2025-11-11 6:16
1222675,1001367739,8247.21,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:05,2025-11-13 6:16
1222674,1001367668,68568.01,2025-11-07 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:38,2025-11-13 6:16
1222673,1001367693,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 7:05,2025-11-07 6:16
1222672,1001367722,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 7:11,2025-11-07 6:16
1222671,1001367705,770.93,2025-11-06 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:04,2025-11-13 6:16
1222670,1001367824,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 7:11,2025-11-07 6:16
1222669,1001367681,1323,2025-11-07 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:04,2025-11-13 6:16
1222668,1001367713,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 7:02,2025-11-07 6:16
1222667,1001367710,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 7:02,2025-11-07 6:16
1222666,1001367666,17327.05,2025-11-12 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:04,2025-11-13 6:16
1222665,1001367715,1953.73,2025-11-10 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:03,2025-11-13 6:16
1222664,1001367726,2753.21,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:41,2025-11-13 6:16
1222663,1001367743,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 7:18,2025-11-07 6:16
1222662,1001367686,3186,2025-11-05 0:00,0,NULL,0,0,0,USD,1,2025-11-11 6:58,2025-11-11 6:16
1222661,1001367789,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 7:11,2025-11-07 6:16
1222660,1001367829,2826.07,2025-11-07 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:04,2025-11-13 6:16
1222659,1001367753,16460,2025-10-21 0:00,0,NULL,0,0,0,USD,1,2025-11-12 6:42,2025-11-12 6:15
1222658,1001367815,8007.3,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-12 6:58,2025-11-12 6:15
1222657,1001367784,155653.5,2025-11-12 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:55,2025-11-13 6:16
1222656,1001367802,749.51,2025-11-07 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:36,2025-11-13 6:16
1222655,1001367788,374.76,2025-11-07 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:36,2025-11-13 6:16
1222654,1001367826,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 7:20,2025-11-07 6:16
1222653,1001367677,308,2025-11-06 0:00,0,NULL,0,0,0,USD,1,2025-11-08 6:58,2025-11-08 6:16
1222652,1001367816,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 7:09,2025-11-07 6:16
1222651,1001367697,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 7:04,2025-11-07 6:16
1222650,1001367795,948.97,2025-11-10 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:36,2025-11-13 6:16
1222649,1001367759,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 7:24,2025-11-07 6:16
1222648,1001367673,7953.75,2025-11-10 0:00,0,NULL,0,0,0,USD,1,2025-11-12 6:55,2025-11-12 6:15
1222647,1001367750,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 7:07,2025-11-07 6:16
1222646,1001367748,15844,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:50,2025-11-13 6:16
1222645,1001367805,900,2025-11-07 0:00,0,NULL,0,0,0,USD,1,2025-11-12 6:55,2025-11-12 6:15
1222644,1001367765,6361.2,2025-11-06 0:00,0,NULL,0,0,0,USD,1,2025-11-12 6:41,2025-11-12 6:15
1222643,1001367819,14990,2025-11-10 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:58,2025-11-13 6:16
1222642,1001367751,5381,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:58,2025-11-13 6:16
1222641,1001367696,23705.39,2025-11-12 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:58,2025-11-13 6:16
1222640,1001367749,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 6:44,2025-11-07 6:16
1222639,1001367797,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 6:49,2025-11-07 6:16
1222638,1001367792,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 6:49,2025-11-07 6:16
1222637,1001367761,331.93,2025-11-06 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:47,2025-11-13 6:16
1222636,1001367799,5174,2025-11-10 0:00,0,NULL,0,0,0,USD,1,2025-11-12 6:40,2025-11-12 6:15
1222635,1001367814,5089.5,2025-11-07 0:00,0,NULL,0,0,0,USD,1,2025-11-11 6:38,2025-11-11 6:16
1222634,1001367786,1008.72,2025-11-12 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:49,2025-11-13 6:15
1222633,1001367687,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 6:41,2025-11-07 6:16
1222632,1001367683,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 6:41,2025-11-07 6:16
1222631,1001367667,11927.17,2025-11-10 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:52,2025-11-13 6:16
1222630,1001367827,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 7:11,2025-11-07 6:16
1222629,1001367803,9257,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:29,2025-11-13 6:16
1222628,1001367676,739,2025-11-07 0:00,0,NULL,0,0,0,USD,1,2025-11-11 6:37,2025-11-11 6:16
1222627,1001367769,180.38,2025-11-06 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:53,2025-11-13 6:16
1222626,1001367717,947.75,2025-11-07 0:00,0,NULL,0,0,0,USD,1,2025-11-12 6:53,2025-11-12 6:15
1222625,1001367709,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 7:08,2025-11-07 6:16
1222624,1001367699,8578.5,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:38,2025-11-13 6:16
1222623,1001367684,427.05,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:38,2025-11-13 6:16
1222622,1001367746,34550,2025-11-12 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:30,2025-11-13 6:16
1222621,1001367724,37368,2025-11-09 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:30,2025-11-13 6:16
1222620,1001367679,18735.5,2025-11-12 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:30,2025-11-13 6:16
1222619,1001367817,0,NULL,13105.26,45971,0,0,0,USD,1,2025-11-12 6:48,2025-11-12 6:15
1222618,1001367770,525,2025-11-07 0:00,0,NULL,0,0,0,USD,1,2025-11-11 6:34,2025-11-11 6:16
1222617,1001367818,282,2025-11-05 0:00,0,NULL,0,0,0,USD,1,2025-11-12 7:00,2025-11-12 6:15
1222616,1001367732,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 6:37,2025-11-07 6:16
1222615,1001367727,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 6:37,2025-11-07 6:16
1222614,1001367698,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 6:37,2025-11-07 6:16
1222613,1001367822,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 6:37,2025-11-07 6:16
1222612,1001367782,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 6:39,2025-11-07 6:16
1222611,1001367773,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 6:46,2025-11-07 6:16
1222610,1001367738,1948.5,2025-11-07 0:00,0,NULL,0,0,0,USD,1,2025-11-12 6:48,2025-11-12 6:15
1222609,1001367731,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 6:37,2025-11-07 6:16
1222608,1001367729,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 6:37,2025-11-07 6:16
1222607,1001367725,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 6:37,2025-11-07 6:16
1222606,1001367685,150,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:37,2025-11-13 6:16
1222605,1001367820,2781,2025-11-07 0:00,0,NULL,0,0,0,USD,1,2025-11-12 6:52,2025-11-12 6:15
1222604,1001367758,5420,2025-11-07 0:00,0,NULL,0,0,0,USD,1,2025-11-08 7:21,2025-11-08 6:16
1222603,1001367747,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 6:39,2025-11-07 6:16
1222602,1001367688,37397.6,2025-11-08 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:37,2025-11-13 6:16
1222601,1001367787,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 6:36,2025-11-07 6:16
1222600,1001367752,111,2025-11-06 0:00,0,NULL,0,0,0,USD,1,2025-11-08 7:22,2025-11-08 6:16
1222599,1001367703,10050,2025-11-10 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:37,2025-11-13 6:16
1222598,1001367704,1380,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-12 6:48,2025-11-12 6:15
1222597,1001367774,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 6:46,2025-11-07 6:16
1222596,1001367801,3780,2025-10-31 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:37,2025-11-13 6:16
1222595,1001367804,7434,2025-11-06 0:00,0,NULL,0,0,0,USD,1,2025-11-12 6:52,2025-11-12 6:15
1222594,1001367745,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 6:46,2025-11-07 6:16
1222593,1001367695,3276.5,2025-10-23 0:00,0,NULL,0,0,0,USD,1,2025-11-07 7:06,2025-11-07 6:16
1222592,1001367664,20373.81,2025-11-06 0:00,0,NULL,4969,0,0,USD,1,2025-11-13 7:18,2025-11-13 6:16
1222591,1001367736,4836.84,2025-11-05 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:47,2025-11-13 6:16
1222590,1001367740,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 7:14,2025-11-07 6:16
1222589,1001367716,134.91,2025-11-12 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:45,2025-11-13 6:16
1222588,1001367733,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 6:53,2025-11-07 6:16
1222587,1001367798,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 7:12,2025-11-07 6:16
1222586,1001367783,18980.5,2025-11-04 0:00,0,NULL,0,0,0,USD,1,2025-11-12 6:51,2025-11-12 6:15
1222585,1001367708,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 7:12,2025-11-07 6:16
1222584,1001367737,26914.24,2025-11-06 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:01,2025-11-13 6:15
1222583,1001367741,3618.01,2025-11-07 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:46,2025-11-13 6:16
1222582,1001367794,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 7:12,2025-11-07 6:16
1222581,1001367791,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 7:12,2025-11-07 6:16
1222580,1001367754,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 7:12,2025-11-07 6:16
1222579,1001367669,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 6:36,2025-11-07 6:16
1222578,1001367678,5790.97,2025-11-10 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:36,2025-11-13 6:15
1222577,1001367675,27619.77,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:37,2025-11-13 6:15
1222576,1001367793,8157.26,2025-11-28 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:36,2025-11-13 6:15
1222575,1001367744,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 6:34,2025-11-07 6:16
1222574,1001367831,4438.43,2025-11-10 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:35,2025-11-13 6:15
1222573,1001367670,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 6:42,2025-11-07 6:16
1222572,1001367663,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 6:38,2025-11-07 6:16
1222571,1001367689,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 6:59,2025-11-07 6:16
1222570,1001367692,8928.74,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:33,2025-11-13 6:15
1222569,1001367830,851.71,2025-11-12 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:32,2025-11-13 6:15
1222568,1001367702,17134.14,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:34,2025-11-13 6:15
